Module;Item;ItemType;Property;en-US;fr;nl;ko-KR;it;es;zh-CN;pt;de;en
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.GrpCustomList;TGroupBox;Caption;"Custom list";"Liste personnalisée";"Aangepaste lijst";;"Lista personalizzata";"Lista personalizada";自定义列表;"Lista personalizada";"Benutzerdefinierte Liste";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions;TTabSheet;Caption;"Auto complete options";"Auto complete options";"Opties voor automatisch aanvullen";;"Opzioni di completamento automatico";"Opciones de autocompletado";自动完成选项;"Opções de preenchimento automático";"Optionen für die automatische Vervollständigung";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.ChkAutoCorrect;TCheckBox;Caption;"Auto correct";"Correction automatique";"Automatisch corrigeren";;"Correzione automatica";"Corrección automática";自动更正;"Correção automática";"Automatische Korrektur";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.ChkAutoPopulate;TCheckBox;Caption;"Auto populate";"Remplissage automatique";"Automatisch aanvullen";;"Popolamento automatico";"Rellenar automáticamente";自动填充;"Preenchimento automático";"Automatisch füllen";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.CmbAutoCompleteMode;TComboBox;Items.Strings[0];Default;"Par défaut";Standaard;;Predefinito;"Por defecto";默认;Padrão;Standard;
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.CmbAutoCompleteMode;TComboBox;Items.Strings[1];None;Aucun;Geen;;Nessuno;Ninguno;无;Nenhum;Kein;
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.CmbAutoCompleteMode;TComboBox;Items.Strings[2];"Auto append";"Ajout automatique";"Automatisch aanvullen";;"Aggiunta automatica";"Añadir automáticamente";自动追加;"Anexação automática";"Automatisch anfügen";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.CmbAutoCompleteMode;TComboBox;Items.Strings[3];"Auto suggest";"Suggestion automatique";"Automatisch voorstellen";;"Suggerimento auto";"Sugerir automáticamente";自动建议;"Sugestão automática";"Automatisch vorschlagen";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.CmbAutoCompleteMode;TComboBox;Items.Strings[4];"Auto append + suggest";"Ajout automatique + suggestion";"Automatisch aanvullen + voorstellen";;"Aggiunta automatica + suggerimento";"Añadir automáticamente + sugerir";"自动追加 + 建议";"Anexação automática + sugestão";"Automatisch anfügen + vorschlagen";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlAutoComplete.PctAutoOptions.TabAutoCompleteOptions.CmbAutoCompleteMode;TComboBox;Text;Default;"Par défaut";Standaard;;Predefinito;"Por defecto";默认;Padrão;Standard;
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlQuickTags.EdTagDef;TLabeledEdit;EditLabel.Caption;"Tag definition:";"Définition de la etiquette:";"Label definitie:";;"Definizione del tag:";"Definición de la etiqueta:";标签定义：;"Definição da tag:";"Tag definition:";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlQuickTags.EdTagDef;TLabeledEdit;Hint;"Example: [-exif:Artist] or [-xmp-dc:Creator] .. For separator, use [-GUI-SEP] and put caption in Tag name.";"Exemple : [Pour un séparateur, utiliser [-GUI-SEP] et mettre la légende dans le nom de la etiquette.";"VB: [-exif:Artist] of [-xmp-dc:Creator] .. Voor scheiding gebruik [-GUI-SEP] en vul tekst in Labelnaam.";;"Esempio: [-exif:Artista] o [-xmp-dc:Creatore] ... Per il separatore, usare [-GUI-SEP] e mettere la didascalia nel nome del tag.";"Ejemplo: [-exif:Artista] o [-xmp-dc:Creador] ... Para separador, utilice [-GUI-SEP] y ponga leyenda en Nombre de etiqueta.";"示例：[-exif:Artist] 或 [-xmp-dc:Creator] .. 对于分隔符，请使用 [-GUI-SEP] 并在标签名称中添加标题。";"Exemplo: [-exif:Artist] ou [-xmp-dc:Creator] ... Para separador, use [-GUI-SEP] e coloque a legenda no nome da tag.";"Beispiel: [-exif:Artist] oder [-xmp-dc:Creator] ... Als Trennzeichen verwenden Sie [-GUI-SEP] und fügen die Beschriftung in den Tag-Namen ein.";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlQuickTags.EdTagDesc;TLabeledEdit;EditLabel.Caption;"Tag name to display:";"Nom de l'étiquette à afficher :";"Toon Label:";;"Nome del tag da visualizzare:";"Nombre de etiqueta a mostrar:";要显示的标签名称：;"Nome da tag a ser exibida:";"Der anzuzeigende Tagname:";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlQuickTags.EdTagDesc;TLabeledEdit;Hint;"Name ending: [± =multi-value tag (Alt+0177)]  [? =Check for tag (Yes/No)]  [* =Fill in value defined in Hint]  [# =Allow numeric editing]";"Fin de nom : [± =etiquette à valeurs multiples (Alt+0177)] [ ? =Vérifier la présence de la etiquette (Oui/Non)] [* =Remplir la valeur définie dans l'Indice] [# =Autoriser l'édition numérique]";"Naam eindigt op: [± =multi-waarde label (Alt+0177)]  [? =Controlee op waarde (Ja/Nee)]  [* =Vul met waarde in Hint]  [# =Numeriek wijzigen]";;"Terminazione del nome: [± = tag a più valori (Alt+0177)] [? =Controllo tag (Sì/No)] [* =Compilare il valore definito in Suggerimento] [# =Ammettere modifica numerica].";"Terminación del nombre: [± =etiqueta multivalor (Alt+0177)] [? =Comprobar etiqueta (Sí/No)] [* =Rellenar valor definido en Sugerencia] [# =Permitir edición numérica].";"名称结尾：[± =多值标签 (Alt+0177)] [? =检查标签（是/否）] [* =填写提示中定义的值] [# =允许数字编辑]";"Final do nome: [± = tag de vários valores (Alt+0177)] [? =Verificação de tag (Sim/Não)] [* =Preencher com o valor definido na dica] [# =Permitir edição numérica]";"Namensendung: [± =mehrwertige Markierung (Alt+0177)] [? =Prüfung auf Markierung (Ja/Nein)] [* =Wert ausfüllen, der im Hinweis definiert ist] [# =Nummernbearbeitung zulassen]";
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlQuickTags.EdTagHint;TLabeledEdit;EditLabel.Caption;"Hint text:";"Texte de l'indice :";"Hint tekst:";;"Testo di suggerimento:";"Texto de sugerencia:";提示文本:;"Texto da dica:";Hinweistext;
TFQUICKMANAGER;FQuickManager.PnlDetail.PnlQuickTags.EdTagHint;TLabeledEdit;Hint;"Used as default (Fill in) tag value in case Tag name ends with *.";"Utilisé comme valeur de etiquette par défaut (Remplir) dans le cas où le nom de l'etiquette se termine par *.";"Wordt gebruikt als standaardwaarde invulwaarde indien Labelnaam eindigt op *.";;"Utilizzato come valore predefinito (riempimento) del tag nel caso in cui il nome del tag finisca con *.";"Se utiliza como valor de etiqueta por defecto (Fill in) en caso de que el nombre de la Etiqueta termine en *.";"如果标签名称以 * 结尾，则用作默认（填写）标签值。";"Usado como valor padrão (Preenchimento) da tag caso o nome da tag termine com *.";"Wird als Standardwert (zum Ausfüllen) verwendet, wenn der Tag-Name mit * endet.";
TFREMOVEMETA;FRemoveMeta;TFRemoveMeta;Caption;"Remove metadata";"Supprimer des métadonnées";"Verwijder metadata";;"Rimuovere i metadati";"Eliminar metadatos";移除元数据;"Remover metadados";"Metadaten entfernen";
TFREMOVEMETA;FRemoveMeta.AdvPanel1.LvTagNames.Columns[0];TListView;Caption;"Tag name";"Nom de l'étiquette";"Tag naam";;"Nome del tag";"Nombre de etiqueta";標籤名稱;"Nome da tag";Tag-Name;
TFREMOVEMETA;FRemoveMeta.AdvPanel1.PnlButtons.SpbPredefined;TSpeedButton;Caption;Predefined;Prédéfini;Voorgedefinieerd;;Predefinito;Predefinido;预定义;Predefinido;Vordefiniert;
TFREMOVEMETA;FRemoveMeta.AdvPanel1.PnlRemoveAll.ChkRemoveAll;TCheckBox;Caption;"-remove ALL metadata";"-supprime toutes les métadonnées";"-verwijder ALLE metadata";;"-Rimuove TUTTI i metadati";"-Eliminar TODOS los metadatos";-删除所有元数据;"-remover TODOS os metadados";"-alle Metadaten entfernen";
TFREMOVEMETA;FRemoveMeta.PnlRight.BtnCancel;TButton;Caption;Cancel;Annuler;Annuleer;;Annulla;Cancelar;取消;Cancelar;Abbrechen;
TFREMOVEMETA;FRemoveMeta.PnlRight.BtnExecute;TButton;Caption;Execute;Exécuter;Uitvoeren;;Eseguire;Ejecutar;执行;Executar;Ausführen;
TFREMOVEMETA;FRemoveMeta.PnlRight.BtnPreview;TButton;Caption;Preview;Aperçu;Preview;;Anteprima;"Vista previa ";預覽;Pré-visualização;Vorschau;
TFREMOVEMETA;FRemoveMeta.PopupMenuLv.Checkgroup1;TMenuItem;Caption;"Check group";"Cochez le groupe";"Groep aanvinken";;"Selezionare il gruppo";"Selecionar grupo";检查组;"Selecionar grupo";"Gruppe ticken";
TFREMOVEMETA;FRemoveMeta.PopupMenuLv.Groupview1;TMenuItem;Caption;"Group view";"Vue du groupe";Groepsweergave;;"Vista di gruppo";"Vista de grupo";组视图;"Visualização de grupo";Gruppenansicht;
TFREMOVEMETA;FRemoveMeta.PopupMenuLv.Uncheckgroup1;TMenuItem;Caption;"Uncheck group";"Décocher le groupe";"Groep uitvinken";;"Deselezionare il gruppo";"Deseleccionar grupo";取消选中组;"Deselecionar grupo";"Gruppe austicken";
TFRMABOUT;FrmAbout;TFrmAbout;Caption;About;"A propos de";Over;;"Informazioni su";"Acerca de";关于;Sobre;Über;
TFRMABOUT;FrmAbout.GrpLicense;TGroupBox;Caption;"Licensed under";"Sous licence";"Gelicentieerd onder";;"Con licenza";"Con licencia";根据;"Licenciado sob";"Lizenziert unter";
TFRMCHECKVERSIONS;FrmCheckVersions;TFrmCheckVersions;Caption;"Check versions";"Vérifier les versions";"Controleer versies";;"Controllare le versioni";"Comprobar versiones";检查版本;"Verificar versões";"Versionen prüfen";
TFRMCHECKVERSIONS;FrmCheckVersions.LblVersion;TLabel;Caption;"Installed and available versions";"Versions installées et disponibles";"Geïnstalleerde en beschikbare versies";;"Versioni installate e disponibili";"Versiones instaladas y disponibles";已安装和可用版本;"Versões instaladas e disponíveis";"Installierte und verfügbare Versionen";
TFRMCHECKVERSIONS;FrmCheckVersions.LvVersions.Columns[0];TListView;Caption;Method;Méthode;Methode;;Metodo;Método;方法;Metodo;Methode;
TFRMCHECKVERSIONS;FrmCheckVersions.LvVersions.Columns[2];TListView;Caption;Installed;Installé;Geïnstalleerd;;Installato;Instalado;已安装;Installato;Installiert;
TFRMCHECKVERSIONS;FrmCheckVersions.LvVersions.Columns[3];TListView;Caption;Available;Disponible;Beschikbaar;;Disponibile;Disponible;可用;Disponibile;Verfügbar;
TFRMCHECKVERSIONS;FrmCheckVersions.Panel1.BtnOpenUrl;TBitBtn;Caption;"&Open Url";"&Ouvrir l'url";"&Open Url";;"&Apri Url";"&Abrir Url";打开网址(&O);"&Apri Url";"&Url öffnen";
TFRMDIFF;FrmDiff;TFrmDiff;Caption;"Show diff metadata";"Afficher les métadonnées des diff.";"Toon diff metadata";;"Mostra i metadati delle differenze";"Mostrar metadatos diff";显示差异元数据;"Mostrar metadados de diferenças";"Diff-Metadaten anzeigen";
TFRMDIFF;FrmDiff.LVCompare.Columns[0];TListView;Caption;Tag;Étiquette;Label;;Tag;Etiqueta;標籤;Etiqueta;Tag;
TFRMDIFF;FrmDiff.LVCompare.Columns[1];TListView;Caption;Left;Gauche;Links;;Sinistra;Izquierda;左侧;Esquerda;Links;
TFRMDIFF;FrmDiff.LVCompare.Columns[2];TListView;Caption;Right;Droite;Rechts;;Destra;Derecha;对;Direita;Rechts;
TFRMDIFF;FrmDiff.PnlTop.GrpMatchRight;TGroupBox;Caption;"Matching right file";"Dossier droit correspondant";"Overeenkomstig rechts bestand";;"Corrispondenza del file destro";"Archivo derecho correspondiente";匹配右侧文件;"Arquivo direito correspondente";"Passende rechtse Datei";
TFRMDIFF;FrmDiff.PnlTop.GrpMatchRight.MemoExplain;TMemo;Lines.Strings[0];"%f = file name";"%f = nom du fichier";"%f = bestandsnaam";;"%f = nome del file";"%f = nombre del archivo";"%f = 文件名";"%f = nome do arquivo";"%f = Dateiname";
TFRMDIFF;FrmDiff.PnlTop.GrpMatchRight.MemoExplain;TMemo;Lines.Strings[1];"%e = extension";"%e = extension";"%e = extensie";;"%e = estensione";"%e = extensión";"%e = 扩展名";"%e = extensão";"%e = Dateiendung";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions;TGroupBox;Caption;Options;Options;Opties;;Opzioni;Opciones;选项;Opções;Optionen;
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.ChkGroupHeadings;TCheckBox;Caption;"Group headings (-g)";"Groupe titres (-g)";"Groepeer koppen (-g)";;"Raggruppare titolu (-g)";"Agrupar títulos (-g)";"组标题 (-g)";"Agrupar títulos (-g)";"Überschriften gruppieren (-g)";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.ChkNoPrintConv;TCheckBox;Caption;"No print conversion (-n)";"Pas de conversion d'impression (-n)";"Geen print conversie (-n)";;"Nessuna conversione di stampa (-n)";"Sin conversión de impresión (-n)";"无打印转换 (-n)";"Sem conversão de impressão (-n)";"Keine Druckkonvertierung (-n)";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.ChkVerbose;TCheckBox;Caption;"Verbose (-v)";"Verbose (-v)";"Verbose (-v)";;"Verboso (-v)";"Verboso (-v)";"冗长 (-v)";"Verboso (-v)";"Ausführlich (-v)";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.CmbFamily;TComboBox;Items.Strings[0];"0 - Information Type";"0 - Type d'information";"0 - Informatie type";;"0 - Tipo di informazione";"0 - Tipo de información";"0 - 資訊類型";"0 - Tipo de informação";"0 - Informationstyp";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.CmbFamily;TComboBox;Items.Strings[1];"1 - Specific location";"1 - Lieu spécifique";"1 - Specifieke locatie";;"1 - Posizione specifica";"1 - Ubicación específica";"1 - 特定位置";"1 - Local específico";"1 - Spezifischer Dateiort";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.CmbFamily;TComboBox;Items.Strings[2];"2 - Category";"2 - Catégorie";"2 - Categorie";;"2 - Categoria";"2 - Categoría";"2 - 类别";"2 - Categoria";"2 - Kategorie";
TFRMDIFF;FrmDiff.PnlTop.GrpOptions.CmbFamily;TComboBox;Text;"1 - Specific location";"1 - Lieu spécifique";"1 - Specifieke locatie";;"1 - Posizione specifica";"1 - Ubicación específica";"1 - 特定位置";"1 - Local específico";"1 - Spezifischer Dateiort";
TFRMDIFF;FrmDiff.PnlTop.GrpTagSelection;TGroupBox;Caption;"Tag selection";"Sélection des étiquettes";"Label selectie";;"Selezione dei tag";"Selección de etiquetas";标签选择;"Seleção de etiquetas";Tag-Auswahl;
TFRMDIFF;FrmDiff.PnlTop.GrpTagSelection.PnlPredefined.SpbPredefined;TSpeedButton;Caption;Predefined;Prédéfini;Voorgedefinieerd;;Predefinito;Predefinido;预定义;Predefinido;Vordefiniert;
TFRMEXPORTSETTINGS;FrmExportSettings;TFrmExportSettings;Caption;"Export settings";"Exporter paramètres";"Instellingen exporteren";;"Esportare impostazioni";"Exportar ajustes";导出设置;"Exportar configurações";"Einstellungen exportieren";
TFRMEXPORTSETTINGS;FrmExportSettings.LvSelections.Columns[0];TListView;Caption;"Select setting to export";"Sélectionner le paramètre à exporter";"Selecteer een instelling om te exporteren";;"Selezionare l'impostazione da esportare";"Seleccione la configuración que desea exportar";选择要导出的设置;"Selecione a configuração a ser exportada";"Einstellung für den Export auswählen";
TFRMEXPORTSETTINGS;FrmExportSettings.MemoTransfer;TMemo;Lines.Strings[0];"Select the settings to export. All selected settings will be exported to one (1) ini file.";"Sélectionnez les paramètres à exporter. Tous les paramètres sélectionnés seront exportés dans un (1) fichier ini.";"Selecteer de instellingen die u wilt exporteren. Alle geselecteerde instellingen worden geëxporteerd naar één (1) ini-bestand.";;"Selezionare le impostazioni da esportare. Tutte le impostazioni selezionate saranno esportate in un (1) file ini.";"Seleccione los ajustes que desea exportar. Todos los ajustes seleccionados se exportarán a un (1) archivo ini.";"选择要导出的设置。所有选定的设置都将导出到一（1）个 ini 文件中。";"Selecione as configurações a serem exportadas. Todas as configurações selecionadas serão exportadas para um (1) arquivo ini.";"Wählen Sie die zu exportierenden Einstellungen aus. Alle ausgewählten Einstellungen werden in eine (1) Ini-Datei exportiert.";
TFRMGENERATE;FrmGenerate;TFrmGenerate;Caption;"Generating thumbnails";"Générer des vignettes";"Genereren minitaturen";;"Generazione di miniature";"Generar miniaturas";生成缩略图;"Geração de miniaturas";"Erzeugen von Miniaturansichten";
TFRMGENERATE;FrmGenerate.PnlBottom.BtnClose;TBitBtn;Caption;&Close;Fermer;&Sluiten;;&Chiudi;&Cerrar;关闭(&C);&Fechar;&Schliessen;
TFRMPLACES;FrmPlaces;TFrmPlaces;Caption;"Places found";"Lieux trouvés";"Gevonden plaatsen";;"Luoghi trovati";"Lugares encontrados";找到的地方;"Locais encontrados";"Plätze gefunden";
TFRMPLACES;FrmPlaces.ListView1.Columns[2];TListView;Caption;Place;Lieu;Plaats;;Luogo;Lugar;位置;Local;Platz;
TFRMPLACES;FrmPlaces.Panel1.BtnCancel;TBitBtn;Caption;Cancel;Annuler;Annuleer;;Annullamento;Cancelar;取消;Cancelar;Abbrechen;
TFRMPREDEFINEDTAGS;FrmPredefinedTags;TFrmPredefinedTags;Caption;"Predefined Tags";"Balises prédéfinies";"Voorgedefinieerde tags";;"Tag predefiniti";"Etiquetas predeterminadas";预定义标签;"Tags predefinidos";"Vordefinierte Tags";
TFRMPREDEFINEDTAGS;FrmPredefinedTags.LvTagNames.Columns[0];TListView;Caption;"Tag name";"Nom de l'étiquette";"Tag naam";;"Nome del tag";"Nombre de etiqueta";標籤名稱;"Nome da tag";Tag-Name;
